pfID,consolidated_label,original_text,start_time,end_time,duration_ms,padded,probability
HUN_WORD_0094,Word,tőlünk,92.97,93.33,560,True,0.9785
HUN_WORD_0095,Word,jelentkezik,93.33,93.93,800,True,0.9998
HUN_WORD_0096,Word,tőlünk,97.98,98.7,920,True,0.9912
HUN_WORD_0097,Word,osztály,98.7,99.06,560,True,0.9122
HUN_WORD_0098,Word,jelentkezik,99.06,99.66,800,True,0.941
HUN_WORD_0099,Word,nos,106.96,107.32,560,True,0.9937
HUN_WORD_0100,Word,miközben,108.98,109.62,840,True,0.86
HUN_WORD_0101,Word,ugye,109.62,109.84,420,True,0.9512
HUN_WORD_0102,Word,elszaladt,109.84,110.38,740,True,0.9965
HUN_WORD_0103,Word,az,110.38,110.52,340,True,1.0
HUN_WORD_0104,Word,idő,110.52,110.78,460,True,1.0
HUN_WORD_0105,Word,azért,110.84,111.16,520,True,0.9985
HUN_WORD_0106,Word,folyamatosan,111.16,112.0,1040,True,0.9997
HUN_WORD_0107,Word,jöttek,112.0,112.36,560,True,0.9993
HUN_WORD_0108,Word,a,112.36,112.56,400,True,1.0
HUN_WORD_0109,Word,cikkek,112.56,113.56,1200,True,0.9917
HUN_WORD_0110,Word,és,113.56,114.12,760,True,0.999
HUN_WORD_0111,Word,úgy,114.12,115.12,1200,True,1.0
HUN_WORD_0112,Word,gondoltam,115.12,115.68,760,True,0.9999
HUN_WORD_0113,Word,hogy,115.68,115.92,440,True,0.9971
HUN_WORD_0114,Word,bár,115.92,117.44,1720,True,0.9978
HUN_WORD_0115,Word,eléggé,117.76,118.92,1360,True,0.9965
HUN_WORD_0116,Word,kurtán,118.92,119.84,1120,True,0.8096
HUN_WORD_0117,Word,furcsán,119.84,120.26,620,True,0.918
HUN_WORD_0118,Word,elbúcsúztunk,120.26,120.98,920,True,0.98
HUN_WORD_0119,Word,a,120.98,121.1,320,True,0.999
HUN_WORD_0120,Word,legutóbbi,121.1,121.58,680,True,0.9976
HUN_WORD_0121,Word,adásba,121.58,121.96,580,True,0.9417
HUN_WORD_0122,Word,lehet,121.98,122.22,440,True,0.96
HUN_WORD_0123,Word,hogy,122.22,122.32,300,True,1.0
HUN_WORD_0124,Word,mégiscsak,122.32,122.7,580,True,0.9954
HUN_WORD_0125,Word,vissza,122.7,123.0,500,True,0.9933
HUN_WORD_0126,Word,kéne,123.0,123.24,440,True,0.9992
HUN_WORD_0127,Word,jönni,123.24,123.58,540,True,0.9997
HUN_WORD_0128,Word,egy,123.58,123.68,300,True,0.9937
HUN_WORD_0129,Word,kis,123.68,124.86,1380,True,0.9998
HUN_WORD_0130,Word,folytatásra,125.56,125.88,520,True,0.9568
HUN_WORD_0131,Word,és,126.34,126.4,260,True,0.999
HUN_WORD_0132,Word,elkezdeni,126.4,127.04,840,True,0.9989
HUN_WORD_0133,Word,az,127.04,127.24,400,True,0.9858
HUN_WORD_0134,Word,idestól,127.24,128.14,1099,True,0.6294
HUN_WORD_0135,Word,a,128.14,128.24,301,True,0.9033
HUN_WORD_0136,Word,hetedik,128.24,128.82,780,True,0.993
HUN_WORD_0137,Word,évadunkat,128.82,130.16,1540,True,0.9996
HUN_WORD_0138,Word,ami,134.52,134.84,520,True,0.9995
HUN_WORD_0139,Word,pont,134.84,135.08,440,True,0.9995
HUN_WORD_0140,Word,egyel,135.08,135.4,520,True,0.7333
HUN_WORD_0141,Word,több,135.4,135.66,460,True,0.9983
HUN_WORD_0142,Word,mint,135.66,135.8,340,True,0.9995
HUN_WORD_0143,Word,ami,135.8,135.96,360,True,0.9985
HUN_WORD_0144,Word,eddig,135.96,136.48,720,True,0.9995
HUN_WORD_0145,Word,volt,136.48,136.7,420,True,1.0
HUN_WORD_0146,Word,és,137.76,138.08,520,True,0.9932
HUN_WORD_0147,Word,ezúttal,138.08,138.7,820,True,0.9923
HUN_WORD_0148,Word,ezért,138.7,140.08,1580,True,0.9648
HUN_WORD_0149,Word,üdvözlöm,140.08,141.5,1620,True,0.995
HUN_WORD_0150,Word,az,141.5,141.68,380,True,0.3203
HUN_WORD_0151,Word,árt,141.68,141.92,440,True,0.772
HUN_WORD_0152,Word,osztály,141.92,142.22,500,True,0.7527
HUN_WORD_0153,Word,podcast,143.29,143.51,420,True,0.0332
HUN_WORD_0154,Word,230,143.51,144.41,1100,True,0.9536
HUN_WORD_0155,Word,adásának,144.41,145.77,1560,True,0.954
HUN_WORD_0156,Word,a,145.77,146.57,1000,True,0.5264
HUN_WORD_0157,Word,hallgatóit,146.57,148.97,2600,True,0.9706
HUN_WORD_0158,Word,adásunkban,150.21,150.87,860,True,0.985
HUN_WORD_0159,Word,velünk,150.87,152.13,1460,True,0.9973
HUN_WORD_0160,Word,lesz,153.34,153.86,720,True,0.9998
HUN_WORD_0161,Word,isti,153.86,154.82,1160,True,0.9727
HUN_WORD_0162,Word,charles,157.04,158.16,1320,True,0.9199
HUN_WORD_0163,Word,és,158.32,158.88,760,True,1.0
HUN_WORD_0164,Word,esetleg,158.88,159.74,1060,True,0.9998
HUN_WORD_0165,Word,még,159.74,160.14,600,True,0.9995
HUN_WORD_0166,Word,süni,160.14,161.26,1320,True,0.7886
HUN_WORD_0167,Word,néni,161.26,161.64,580,True,0.9331
HUN_WORD_0168,Word,is,161.64,161.72,280,True,1.0
HUN_WORD_0169,Word,benéz,161.72,162.16,640,True,0.9984
HUN_WORD_0170,Word,a,162.16,162.54,580,True,0.9995
HUN_WORD_0171,Word,konyhából,162.54,163.24,900,True,0.9994
HUN_WORD_0172,Word,rosszára,165.54,166.42,1080,True,0.6541
HUN_WORD_0173,Word,van,166.42,166.7,480,True,0.9907
HUN_WORD_0174,Word,ugye,174.83,176.55,1920,True,0.8572
HUN_WORD_0175,Word,a,177.6,177.82,420,True,0.999
HUN_WORD_0176,Word,google,177.82,178.8,1180,True,0.9985
HUN_WORD_0177,Word,-nek,178.8,179.1,500,True,0.9937
HUN_WORD_0178,Word,sikerült,179.1,179.96,1060,True,0.9999
HUN_WORD_0179,Word,önmagát,179.96,180.64,880,True,0.9961
HUN_WORD_0180,Word,megsütni,180.64,181.46,1020,True,0.9985
HUN_WORD_0181,Word,nem,181.48,181.94,660,True,0.9995
HUN_WORD_0182,Word,kell,181.94,182.46,720,True,0.9961
HUN_WORD_0183,Word,minden,182.46,182.96,700,True,0.998
HUN_WORD_0184,Word,telefont,182.96,183.82,1060,True,0.9934
HUN_WORD_0185,Word,rögtön,183.82,184.82,1200,True,0.9823
HUN_WORD_0186,Word,elégetni,184.82,186.4,1780,True,0.9966
HUN_WORD_0187,Word,a,188.04,188.36,520,True,0.3689
HUN_WORD_0188,Word,google,188.36,189.32,1160,True,0.8672
HUN_WORD_0189,Word,fold,189.32,189.74,620,True,0.5894
HUN_WORD_0190,Word,pixel,189.9,190.54,840,True,0.9331
HUN_WORD_0191,Word,fold,190.54,190.96,620,True,0.9824
HUN_WORD_0192,Word,legújabb,190.96,191.86,1100,True,0.9941
HUN_WORD_0193,Word,verzióját,191.86,192.52,860,True,0.9891
HUN_WORD_0194,Word,sikerült,192.52,193.04,720,True,0.9935
HUN_WORD_0195,Word,úgy,193.04,193.28,440,True,0.9929
HUN_WORD_0196,Word,összecsukni,193.28,193.88,800,True,0.9893
HUN_WORD_0197,Word,nemrégiben,194.59,195.23,840,True,0.9211
HUN_WORD_0198,Word,a,195.23,195.43,400,True,0.981
HUN_WORD_0199,Word,jerry,195.43,195.63,400,True,0.9712
HUN_WORD_0200,Word,jig,195.63,195.95,520,True,0.5594
HUN_WORD_0201,Word,everything,195.95,196.19,440,True,0.8477
HUN_WORD_0202,Word,-be,196.19,196.55,560,True,0.6274
HUN_WORD_0203,Word,hogy,196.61,196.71,300,True,0.9956
HUN_WORD_0204,Word,az,196.71,196.89,380,True,0.9561
HUN_WORD_0205,Word,fel,196.89,197.17,480,True,0.9966
HUN_WORD_0206,Word,is,197.17,197.31,340,True,0.9985
HUN_WORD_0207,Word,gyulladt,197.31,197.75,640,True,0.9906
HUN_WORD_0208,Word,igen,203.59,204.07,680,True,0.9817
HUN_WORD_0209,Word,bár,204.07,204.29,420,True,0.9956
HUN_WORD_0210,Word,ezt,204.29,205.41,1320,True,0.9927
HUN_WORD_0211,Word,nem,214.85,214.93,280,True,1.0
HUN_WORD_0212,Word,akartam,214.93,215.37,640,True,0.9998
HUN_WORD_0213,Word,megmondani,215.37,215.93,760,True,0.9998
HUN_WORD_0214,Word,mert,215.97,216.55,780,True,0.9983
HUN_WORD_0215,Word,egyrészt,216.55,217.67,1320,True,0.999
HUN_WORD_0216,Word,elfelejtettem,217.67,219.09,1620,True,0.999
HUN_WORD_0217,Word,másrészt,219.13,219.83,900,True,0.9995
HUN_WORD_0218,Word,pedig,219.83,220.27,640,True,0.9998
HUN_WORD_0219,Word,munkanap,220.27,221.19,1120,True,0.9688
HUN_WORD_0220,Word,van,221.19,221.31,320,True,0.9971
HUN_WORD_0221,Word,és,221.35,221.53,380,True,0.9985
HUN_WORD_0222,Word,ez,221.53,221.77,440,True,0.9995
HUN_WORD_0223,Word,ütközik,221.77,223.11,1540,True,0.9361
HUN_WORD_0224,Word,a,223.11,223.19,280,True,1.0
HUN_WORD_0225,Word,felvétel,223.19,223.63,640,True,0.996
HUN_WORD_0226,Word,idejével,223.63,224.05,620,True,0.9901
HUN_WORD_0227,Word,de,224.85,225.17,520,True,0.9985
HUN_WORD_0228,Word,én,225.17,225.35,380,True,0.9976
HUN_WORD_0229,Word,dolgozom,225.35,225.81,660,True,1.0
HUN_WORD_0230,Word,egyébként,228.35,228.99,840,True,0.9985
HUN_WORD_0231,Word,ezért,229.44,230.66,1420,True,0.999
HUN_WORD_0232,Word,is,230.66,230.82,360,True,1.0
HUN_WORD_0233,Word,van,230.82,231.3,680,True,0.9976
HUN_WORD_0234,Word,az,231.3,231.48,380,True,0.9995
HUN_WORD_0235,Word,hogy,231.54,231.74,400,True,1.0
HUN_WORD_0236,Word,kicsit,231.74,232.14,600,True,0.9977
HUN_WORD_0237,Word,szétszort,232.14,232.6,660,True,0.8966
HUN_WORD_0238,Word,vagyok,232.6,232.9,500,True,0.9954
HUN_WORD_0239,Word,mert,232.94,233.06,320,True,0.9998
HUN_WORD_0240,Word,nagyon,233.06,233.26,400,True,0.9995
HUN_WORD_0241,Word,korán,233.26,233.58,520,True,0.9995
HUN_WORD_0242,Word,veszünk,233.58,233.94,560,True,0.9997
HUN_WORD_0243,Word,föl,233.94,234.2,460,True,0.8447
HUN_WORD_0244,Word,itt,235.32,235.78,660,True,0.7264
HUN_WORD_0245,Word,még,235.78,236.4,820,True,0.9771
HUN_WORD_0246,Word,szinte,236.4,236.92,720,True,0.9939
HUN_WORD_0247,Word,teljesen,236.92,237.36,640,True,0.9977
HUN_WORD_0248,Word,sötét,237.36,237.64,480,True,0.9967
HUN_WORD_0249,Word,van,237.64,237.86,420,True,0.9917
HUN_WORD_0250,Word,vagy,240.73,241.17,640,True,0.9902
HUN_WORD_0251,Word,nem,241.17,241.35,380,True,0.9971
HUN_WORD_0252,Word,nálunk,245.24,246.12,1080,True,0.7903
HUN_WORD_0253,Word,már,246.12,246.24,320,True,0.9951
HUN_WORD_0254,Word,kikapcsolják,246.24,246.92,880,True,0.9987
HUN_WORD_0255,Word,az,246.92,247.08,360,True,0.9985
HUN_WORD_0256,Word,áramot,247.08,247.56,680,True,0.9989
HUN_WORD_0257,Word,kell,248.14,248.58,640,True,0.9922
HUN_WORD_0258,Word,az,248.58,248.76,380,True,0.9976
HUN_WORD_0259,Word,éjjájoknak,248.76,249.4,840,True,0.8305
HUN_WORD_0260,Word,és,252.5,252.94,640,True,0.8271
HUN_WORD_0261,Word,próbáltam,252.94,253.46,720,True,0.9998
HUN_WORD_0262,Word,összeválogatni,253.46,254.14,880,True,0.9776
HUN_WORD_0263,Word,egy,254.14,254.24,300,True,0.998
HUN_WORD_0264,Word,teljesen,254.24,254.72,680,True,0.999
HUN_WORD_0265,Word,össze,254.72,255.04,520,True,0.9979
HUN_WORD_0266,Word,-vissza,255.04,255.3,460,True,0.9957
HUN_WORD_0267,Word,csokrot,255.3,255.66,560,True,0.9852
HUN_WORD_0268,Word,ami,255.78,256.1,520,True,0.999
HUN_WORD_0269,Word,a,256.1,257.14,1240,True,0.6865
HUN_WORD_0270,Word,utóbbi,257.14,258.8,1860,True,0.9959
HUN_WORD_0271,Word,négy,258.8,259.12,520,True,0.9749
HUN_WORD_0272,Word,hónapban,259.12,259.78,859,True,0.9999
HUN_WORD_0273,Word,megragadta,260.48,263.14,2860,True,0.9636
HUN_WORD_0274,Word,egy,263.14,263.28,340,True,0.9966
HUN_WORD_0275,Word,kicsit,263.28,263.6,520,True,0.9998
HUN_WORD_0276,Word,a,263.6,263.7,300,True,0.9995
HUN_WORD_0277,Word,figyelmemet,263.7,264.36,860,True,0.9929
HUN_WORD_0278,Word,és,264.36,264.48,320,True,0.999
HUN_WORD_0279,Word,gondoltam,264.48,265.1,820,True,0.9998
HUN_WORD_0280,Word,hogy,265.1,265.3,400,True,0.9995
HUN_WORD_0281,Word,jó,265.3,266.14,1040,True,0.9849
HUN_WORD_0282,Word,lenne,266.14,266.46,520,True,1.0
HUN_WORD_0283,Word,átbeszélni,266.46,267.44,1180,True,0.9998
HUN_WORD_0284,Word,és,268.63,269.07,640,True,0.9165
HUN_WORD_0285,Word,arra,269.07,270.79,1920,True,0.9998
HUN_WORD_0286,Word,gondoltam,271.72,272.58,1060,True,1.0
HUN_WORD_0287,Word,hogy,272.58,272.98,600,True,0.9995
HUN_WORD_0288,Word,egy,272.98,273.24,460,True,0.9971
HUN_WORD_0289,Word,picit,273.24,273.78,740,True,0.9998
HUN_WORD_0290,Word,meg,273.78,274.64,1060,True,0.9985
HUN_WORD_0291,Word,is,274.64,274.8,360,True,0.998
HUN_WORD_0292,Word,indítanám,274.8,275.86,1260,True,0.9819
HUN_WORD_0293,Word,ezt,275.98,276.1,320,True,0.9419
HUN_WORD_0294,Word,a,276.1,276.18,280,True,1.0
HUN_WORD_0295,Word,beszélgetést,276.18,277.0,1020,True,0.9998
HUN_WORD_0296,Word,egy,277.0,277.2,400,True,0.9897
HUN_WORD_0297,Word,gyorsítással,277.2,279.3,2300,True,0.9937
HUN_WORD_0298,Word,méghozzá,280.12,280.76,840,True,0.9951
HUN_WORD_0299,Word,földkörüli,280.76,282.06,1500,True,0.8667
HUN_WORD_0300,Word,pályára,282.06,282.92,1060,True,0.9993
HUN_WORD_0301,Word,állítva,282.92,283.38,660,True,0.9998
HUN_WORD_0302,Word,az,283.38,283.54,360,True,0.998
HUN_WORD_0303,Word,adást,283.54,283.92,580,True,1.0
HUN_WORD_0304,Word,hallottál,286.61,287.37,960,True,0.9987
HUN_WORD_0305,Word,a,287.37,287.79,620,True,0.9995
HUN_WORD_0306,Word,lélegző,287.79,289.29,1700,True,0.999
HUN_WORD_0307,Word,szatelitről,289.29,290.31,1220,True,0.9096
HUN_WORD_0308,Word,kitaláltak,296.54,297.3,960,True,0.9679
HUN_WORD_0309,Word,egy,297.3,297.46,360,True,1.0
HUN_WORD_0310,Word,olyan,297.46,297.64,380,True,0.9998
HUN_WORD_0311,Word,szatelitet,297.64,298.12,680,True,0.9921
HUN_WORD_0312,Word,aminek,298.3,299.46,1360,True,0.9988
HUN_WORD_0313,Word,nem,299.46,299.68,420,True,1.0
HUN_WORD_0314,Word,kell,299.68,299.9,420,True,1.0
HUN_WORD_0315,Word,különösebb,299.9,301.06,1360,True,0.9993
HUN_WORD_0316,Word,mennyiségű,301.06,301.54,680,True,0.9952
HUN_WORD_0317,Word,üzemanyag,301.54,302.0,660,True,0.9971
HUN_WORD_0318,Word,hanem,302.08,302.34,460,True,0.9995
HUN_WORD_0319,Word,egyszerűen,302.34,302.92,780,True,0.9999
HUN_WORD_0320,Word,csak,302.92,303.16,440,True,0.9995
HUN_WORD_0321,Word,úgy,303.16,304.72,1760,True,0.9995
HUN_WORD_0322,Word,megy,305.04,305.3,460,True,0.999
HUN_WORD_0323,Word,a,305.3,305.34,240,True,1.0
HUN_WORD_0324,Word,föld,305.34,305.72,580,True,0.9939
HUN_WORD_0325,Word,körül,305.72,306.1,580,True,0.9104
HUN_WORD_0326,Word,körbe,306.42,307.58,1360,True,0.8762
HUN_WORD_0327,Word,-körbe,307.58,307.96,580,True,0.9976
HUN_WORD_0328,Word,hogy,308.0,308.3,500,True,0.999
HUN_WORD_0329,Word,a,308.3,308.64,540,True,0.9995
HUN_WORD_0330,Word,légkört,308.64,309.5,1060,True,0.9246
HUN_WORD_0331,Word,már,311.67,312.15,680,True,0.9565
HUN_WORD_0332,Word,így,312.15,312.71,760,True,0.9023
HUN_WORD_0333,Word,ritkább,312.71,313.17,660,True,0.9847
HUN_WORD_0334,Word,rétegei,313.17,313.71,740,True,0.8583
HUN_WORD_0335,Word,egy,313.91,315.11,1400,True,0.5375
HUN_WORD_0336,Word,töltséren,315.85,316.67,1020,True,0.9236
HUN_WORD_0337,Word,keresztül,316.67,317.13,660,True,0.9973
HUN_WORD_0338,Word,benyeli,317.13,317.61,680,True,0.9821
HUN_WORD_0339,Word,a,317.61,318.57,1160,True,0.9556
HUN_WORD_0340,Word,fent,318.57,319.87,1500,True,0.9473
HUN_WORD_0341,Word,elérhető,321.18,322.48,1500,True,0.9939
HUN_WORD_0342,Word,ritkább,322.48,323.72,1440,True,0.9557
HUN_WORD_0343,Word,molekulákat,323.72,324.66,1140,True,0.9975
HUN_WORD_0344,Word,és,324.88,325.38,700,True,0.9941
HUN_WORD_0345,Word,kipufogja,325.94,326.92,1180,True,0.994
HUN_WORD_0346,Word,mint,326.96,327.08,320,True,0.999
HUN_WORD_0347,Word,egy,327.08,327.28,400,True,0.9995
HUN_WORD_0348,Word,jópofai,327.28,328.34,1260,True,0.9796
HUN_WORD_0349,Word,ionhajtómű,328.34,329.42,1280,True,0.9733
HUN_WORD_0350,Word,állítólag,331.17,331.87,900,True,0.9959
HUN_WORD_0351,Word,ezzel,331.87,332.45,780,True,0.9943
HUN_WORD_0352,Word,ha,332.47,333.29,1020,True,0.9224
HUN_WORD_0353,Word,ezt,333.64,335.4,1960,True,0.9988
HUN_WORD_0354,Word,napelemmel,335.4,336.02,820,True,0.9985
HUN_WORD_0355,Word,párosítják,336.02,336.84,1020,True,0.9997
HUN_WORD_0356,Word,akkor,337.0,337.28,480,True,0.9585
HUN_WORD_0357,Word,majdhogy,337.28,338.64,1560,True,0.9901
HUN_WORD_0358,Word,nem,338.64,338.8,360,True,0.999
HUN_WORD_0359,Word,végtelenségig,338.8,339.74,1140,True,0.9997
HUN_WORD_0360,Word,keringhet,339.74,340.6,1060,True,0.9976
HUN_WORD_0361,Word,az,340.6,341.1,700,True,0.5981
HUN_WORD_0362,Word,űrhatárán,343.25,345.07,2020,True,0.9618
HUN_WORD_0363,Word,ugye,345.07,346.17,1300,True,0.641
HUN_WORD_0364,Word,elméletileg,387.34,389.44,2300,True,0.997
HUN_WORD_0365,Word,csak,389.44,390.3,1060,True,0.9512
HUN_WORD_0366,Word,egy,390.3,390.52,420,True,0.9961
HUN_WORD_0367,Word,dologgal,390.52,391.0,680,True,0.988
HUN_WORD_0368,Word,kell,391.0,391.2,400,True,0.9976
HUN_WORD_0369,Word,megküzdenie,391.2,391.94,940,True,0.9967
HUN_WORD_0370,Word,abban,391.94,392.3,560,True,0.9895
HUN_WORD_0371,Word,a,392.3,392.4,300,True,0.999
HUN_WORD_0372,Word,magasságban,392.4,393.2,1000,True,0.9991
HUN_WORD_0373,Word,ugye,394.84,395.56,920,True,0.7222
HUN_WORD_0374,Word,a,395.56,395.58,220,True,0.9419
HUN_WORD_0375,Word,légkör,395.58,395.98,600,True,0.9819
HUN_WORD_0376,Word,híján,395.98,396.38,600,True,0.8918
HUN_WORD_0377,Word,bár,396.48,397.2,920,True,0.9998
HUN_WORD_0378,Word,minthogy,397.2,398.22,1220,True,0.8288
HUN_WORD_0379,Word,nem,398.22,398.76,740,True,0.9985
HUN_WORD_0380,Word,teljesen,398.76,399.42,860,True,0.9943
HUN_WORD_0381,Word,a,399.42,399.68,460,True,0.8472
HUN_WORD_0382,Word,legfelsőbb,399.68,402.24,2760,True,0.9991
HUN_WORD_0383,Word,már,402.24,402.5,460,True,0.9761
HUN_WORD_0384,Word,űrben,402.5,403.44,1140,True,0.9963
HUN_WORD_0385,Word,jár,403.44,403.88,640,True,1.0
HUN_WORD_0386,Word,azért,404.74,405.1,560,True,0.9995
HUN_WORD_0387,Word,ott,405.1,405.24,340,True,1.0
HUN_WORD_0388,Word,kell,405.24,405.42,380,True,1.0
HUN_WORD_0389,Word,hogy,405.5,405.6,300,True,1.0
HUN_WORD_0390,Word,legyen,405.6,405.82,420,True,0.9998
HUN_WORD_0391,Word,valami,405.82,406.1,480,True,1.0
HUN_WORD_0392,Word,légkört,406.1,406.6,700,True,0.8348
HUN_WORD_0393,Word,aminek,406.64,407.0,560,True,0.998
HUN_WORD_0394,Word,van,407.0,407.34,540,True,0.999
HUN_WORD_0395,Word,egy,407.34,407.56,420,True,1.0
HUN_WORD_0396,Word,kis,407.56,407.78,420,True,0.9961
HUN_WORD_0397,Word,ellenállása,407.78,408.54,960,True,0.9999
