pfID,consolidated_label,original_text,start_time,end_time,duration_ms,padded,probability
HUN_FILLER_0126,Filler,hát,2318.56,2319.04,680,True,0.6682
HUN_FILLER_0127,Filler,hát,2329.31,2330.15,1040,True,0.9834
HUN_FILLER_0128,Filler,hát,2350.04,2350.9,1060,True,0.924
HUN_FILLER_0129,Filler,hát,2445.73,2446.49,960,True,0.8645
HUN_FILLER_0130,Filler,hát,2486.84,2487.36,720,True,0.9985
HUN_FILLER_0131,Filler,hát,2526.33,2527.21,1080,True,0.8379
HUN_FILLER_0132,Filler,hát,2551.36,2552.32,1160,True,0.9766
HUN_FILLER_0133,Filler,hát,2578.97,2579.41,640,True,0.7869
HUN_FILLER_0134,Filler,hát,2689.99,2690.23,440,True,0.9993
HUN_FILLER_0135,Filler,hát,2692.19,2692.37,380,True,0.9871
HUN_FILLER_0136,Filler,hát,2756.77,2757.11,540,True,0.6653
HUN_FILLER_0137,Filler,hát,2763.97,2764.95,1180,True,0.8757
HUN_FILLER_0138,Filler,hát,2785.54,2786.38,1040,True,0.8853
HUN_FILLER_0139,Filler,hát,2938.86,2939.2,540,True,0.9014
HUN_FILLER_0140,Filler,hát,3040.87,3041.07,400,True,1.0
HUN_FILLER_0141,Filler,hát,3097.06,3097.5,640,True,1.0
HUN_FILLER_0142,Filler,hát,214.95,215.49,740,True,0.8923
HUN_FILLER_0143,Filler,hát,255.82,256.36,740,True,0.9575
HUN_FILLER_0144,Filler,hát,428.44,428.98,740,True,0.9866
HUN_FILLER_0145,Filler,hát,429.7,429.8,300,True,0.8564
HUN_FILLER_0146,Filler,hát,440.0,440.22,420,True,0.7856
HUN_FILLER_0147,Filler,hát,451.43,451.89,660,True,0.7995
HUN_FILLER_0148,Filler,szóval,486.04,486.6,760,True,0.9997
HUN_FILLER_0149,Filler,hát,495.24,495.46,420,True,0.999
HUN_FILLER_0150,Filler,hát,496.94,497.22,480,True,0.9949
HUN_FILLER_0151,Filler,hát,499.16,499.76,800,True,0.9661
HUN_FILLER_0152,Filler,hát,502.32,502.78,660,True,0.9468
HUN_FILLER_0153,Filler,hát,523.12,523.72,800,True,0.7517
HUN_FILLER_0154,Filler,hát,567.4,568.0,800,True,0.9146
HUN_FILLER_0155,Filler,hát,568.0,568.74,940,True,0.3379
HUN_FILLER_0156,Filler,hát,584.21,584.37,360,True,0.9766
HUN_FILLER_0157,Filler,hát,588.57,588.77,400,True,0.8826
HUN_FILLER_0158,Filler,hát,594.61,594.79,380,True,0.9985
HUN_FILLER_0159,Filler,szóval,603.71,603.87,360,True,0.9909
HUN_FILLER_0160,Filler,hát,606.59,606.93,540,True,0.7025
HUN_FILLER_0161,Filler,hát,842.39,842.79,600,True,0.9595
HUN_FILLER_0162,Filler,hát,849.6,849.78,380,True,0.9995
HUN_FILLER_0163,Filler,hát,890.85,891.07,420,True,0.999
HUN_FILLER_0164,Filler,hát,1006.72,1007.24,720,True,0.6049
HUN_FILLER_0165,Filler,hát,1124.04,1124.32,480,True,0.9944
HUN_FILLER_0166,Filler,hátünke,1127.73,1128.23,700,True,0.7206
HUN_FILLER_0167,Filler,hát,1154.0,1154.26,460,True,0.9961
HUN_FILLER_0168,Filler,hát,1154.68,1154.82,340,True,0.662
HUN_FILLER_0169,Filler,hát,1163.24,1163.62,580,True,0.9993
HUN_FILLER_0170,Filler,hát,1175.98,1176.24,460,True,0.9741
HUN_FILLER_0171,Filler,szóval,1225.19,1225.77,780,True,0.8314
HUN_FILLER_0172,Filler,hát,1318.18,1318.5,520,True,0.8616
HUN_FILLER_0173,Filler,hát,1319.64,1319.78,340,True,0.9446
HUN_FILLER_0174,Filler,hát,1354.88,1355.14,460,True,0.8262
HUN_FILLER_0175,Filler,hát,1767.36,1768.06,900,True,0.6909
HUN_FILLER_0176,Filler,hát,1790.58,1790.8,420,True,0.988
HUN_FILLER_0177,Filler,hát,1800.62,1800.94,520,True,0.54
HUN_FILLER_0178,Filler,hát,1823.34,1824.02,880,True,0.9417
HUN_FILLER_0179,Filler,hát,1889.28,1889.54,460,True,0.9958
HUN_FILLER_0180,Filler,hát,1914.8,1915.14,540,True,0.9976
HUN_FILLER_0181,Filler,hát,2007.28,2007.69,610,True,0.9785
HUN_FILLER_0182,Filler,hát,2069.43,2069.61,381,True,0.8938
HUN_FILLER_0183,Filler,hát,2095.27,2095.41,339,True,1.0
HUN_FILLER_0184,Filler,hát,2197.4,2197.52,320,True,0.9636
HUN_FILLER_0185,Filler,hát,2297.79,2298.61,1020,True,0.9746
HUN_FILLER_0186,Filler,hát,2393.02,2393.86,1040,True,0.8992
HUN_FILLER_0187,Filler,hát,2490.22,2490.86,840,True,0.9985
HUN_FILLER_0188,Filler,hát,2648.65,2648.83,380,True,0.9998
HUN_FILLER_0189,Filler,hát,2716.94,2717.08,340,True,0.9148
HUN_FILLER_0190,Filler,hát,2739.28,2740.18,1100,True,0.9377
HUN_FILLER_0191,Filler,hát,2748.43,2749.35,1120,True,0.3548
HUN_FILLER_0192,Filler,hát,2824.24,2824.42,380,True,0.9966
HUN_FILLER_0193,Filler,hát,2827.96,2828.58,820,True,0.9111
HUN_FILLER_0194,Filler,hát,2898.48,2898.68,400,True,0.9973
HUN_FILLER_0195,Filler,hát,2976.66,2977.3,840,True,0.9348
HUN_FILLER_0196,Filler,hát,3013.01,3013.29,480,True,0.5177
HUN_FILLER_0197,Filler,hát,3023.01,3023.35,540,True,0.9993
HUN_FILLER_0198,Filler,hát,3120.39,3120.93,740,True,0.8379
HUN_FILLER_0199,Filler,hát,36.24,38.16,2120,True,0.9988
HUN_FILLER_0200,Filler,hát,100.8,101.12,520,True,0.6897
HUN_FILLER_0201,Filler,hát,111.16,111.96,1000,True,0.5723
HUN_FILLER_0202,Filler,hát,132.96,133.36,600,True,0.8574
HUN_FILLER_0203,Filler,hát,177.86,178.66,1000,True,0.9705
HUN_FILLER_0204,Filler,hátán,180.5,181.74,1440,True,0.8976
HUN_FILLER_0205,Filler,szóval,384.57,385.35,980,True,0.9102
HUN_FILLER_0206,Filler,hát,540.6,541.22,820,True,0.9905
HUN_FILLER_0207,Filler,hát,581.06,581.5,640,True,0.9866
HUN_FILLER_0208,Filler,hát,647.48,647.8,520,True,1.0
HUN_FILLER_0209,Filler,szóval,696.36,696.68,520,True,0.7848
HUN_FILLER_0210,Filler,hát,843.77,844.61,1040,True,0.9995
HUN_FILLER_0211,Filler,hát,966.32,967.54,1420,True,0.7058
HUN_FILLER_0212,Filler,hát,1102.35,1102.51,360,True,0.9929
HUN_FILLER_0213,Filler,hát,1125.01,1125.27,460,True,0.999
HUN_FILLER_0214,Filler,hát,1263.38,1264.16,980,True,0.8774
HUN_FILLER_0215,Filler,hát,1320.52,1320.78,460,True,0.9998
HUN_FILLER_0216,Filler,hát,1409.62,1410.12,700,True,0.9529
HUN_FILLER_0217,Filler,hát,1466.6,1467.42,1020,True,0.998
HUN_FILLER_0218,Filler,hát,1515.16,1516.52,1560,True,0.6729
HUN_FILLER_0219,Filler,hát,1670.65,1670.79,340,True,0.544
HUN_FILLER_0220,Filler,hát,1735.42,1735.56,340,True,0.9387
HUN_FILLER_0221,Filler,hát,1745.86,1746.22,560,True,0.877
HUN_FILLER_0222,Filler,hát,1762.06,1763.16,1300,True,0.9912
HUN_FILLER_0223,Filler,hát,1777.48,1777.56,280,True,0.5289
HUN_FILLER_0224,Filler,hát,1802.96,1803.28,520,True,0.9519
HUN_FILLER_0225,Filler,hát,1813.4,1813.66,460,True,0.9963
HUN_FILLER_0226,Filler,hát,1869.4,1869.84,640,True,0.6022
HUN_FILLER_0227,Filler,hát,1898.83,1899.43,800,True,0.9902
HUN_FILLER_0228,Filler,hát,1938.83,1939.53,900,True,0.9937
HUN_FILLER_0229,Filler,hát,2007.57,2007.92,550,True,0.999
HUN_FILLER_0230,Filler,hát,2015.02,2015.2,380,True,0.9995
HUN_FILLER_0231,Filler,hát,2298.06,2298.88,1020,True,0.9468
HUN_FILLER_0232,Filler,hát,2314.92,2316.24,1520,True,0.9971
HUN_FILLER_0233,Filler,hát,2365.15,2366.39,1440,True,0.8008
HUN_FILLER_0234,Filler,hát,2415.23,2416.99,1960,True,0.9841
HUN_FILLER_0235,Filler,hát,2627.9,2628.08,380,True,0.9985
HUN_FILLER_0236,Filler,hát,2734.39,2734.75,560,True,1.0
HUN_FILLER_0237,Filler,hát,3001.58,3002.58,1200,True,0.7456
HUN_FILLER_0238,Filler,hát,3054.35,3055.47,1320,True,0.8682
HUN_FILLER_0239,Filler,hát,3097.26,3097.44,380,True,0.928
HUN_FILLER_0240,Filler,hát,3184.81,3185.12,510,True,0.907
HUN_FILLER_0241,Filler,hát,3246.7,3246.96,460,True,0.9951
HUN_FILLER_0242,Filler,hát,3421.75,3423.09,1540,True,0.791
HUN_FILLER_0243,Filler,hát,3531.64,3531.9,460,True,0.9763
HUN_FILLER_0244,Filler,hát,3546.34,3547.14,1000,True,0.9929
HUN_FILLER_0245,Filler,hát,3571.35,3571.59,440,True,0.9712
HUN_FILLER_0246,Filler,hát,3622.5,3623.86,1560,True,0.8401
HUN_FILLER_0247,Filler,hát,3646.86,3648.48,1820,True,0.834
HUN_FILLER_0248,Filler,hát,3754.48,3754.94,660,True,0.9434
HUN_FILLER_0249,Filler,hát,3794.7,3795.1,600,True,0.938
HUN_FILLER_0250,Filler,hát,3834.28,3834.96,880,True,0.9658
HUN_FILLER_0251,Filler,hát,3851.76,3852.5,940,True,0.9709
HUN_FILLER_0252,Filler,hát,3970.85,3971.49,840,True,0.8376
HUN_FILLER_0253,Filler,szóval,4019.71,4020.51,1000,True,0.953
HUN_FILLER_0254,Filler,hát,4023.15,4023.29,340,True,0.9629
HUN_FILLER_0255,Filler,hát,4090.36,4091.28,1120,True,0.6774
HUN_FILLER_0256,Filler,hát,4.78,5.28,700,True,0.9082
HUN_FILLER_0257,Filler,hát,131.32,131.94,820,True,0.9851
HUN_FILLER_0258,Filler,hát,165.31,165.87,760,True,0.9917
HUN_FILLER_0259,Filler,hát,306.15,306.43,480,True,0.9023
HUN_FILLER_0260,Filler,hát,330.19,330.75,760,True,0.9934
HUN_FILLER_0261,Filler,hát,413.88,414.36,680,True,0.6672
HUN_FILLER_0262,Filler,háttér,431.48,431.96,680,True,0.9959
HUN_FILLER_0263,Filler,szóval,435.62,436.1,680,True,0.9997
HUN_FILLER_0264,Filler,hát,583.32,583.84,720,True,0.854
HUN_FILLER_0265,Filler,hát,602.4,602.92,720,True,0.9988
HUN_FILLER_0266,Filler,szóval,623.49,624.99,1700,True,0.9873
HUN_FILLER_0267,Filler,hát,624.99,625.83,1040,True,0.998
HUN_FILLER_0268,Filler,hát,711.31,711.83,720,True,0.6024
HUN_FILLER_0269,Filler,szóval,716.51,716.71,400,True,0.4674
HUN_FILLER_0270,Filler,szóval,717.07,717.07,200,True,0.9604
HUN_FILLER_0271,Filler,szóval,717.21,717.21,200,True,0.995
HUN_FILLER_0272,Filler,szóval,775.4,775.4,200,True,0.9984
HUN_FILLER_0273,Filler,hát,846.85,847.41,760,True,0.8748
HUN_FILLER_0274,Filler,hát,850.45,850.65,400,True,0.9907
HUN_FILLER_0275,Filler,hát,970.26,970.86,800,True,0.9919
HUN_FILLER_0276,Filler,szóval,1000.14,1000.78,840,True,0.9997
HUN_FILLER_0277,Filler,hát,1056.39,1056.85,660,True,0.9775
HUN_FILLER_0278,Filler,hát,1059.67,1059.97,500,True,0.7491
HUN_FILLER_0279,Filler,hát,1075.1,1076.18,1280,True,0.9929
HUN_FILLER_0280,Filler,hát,1199.08,1199.74,860,True,0.8066
HUN_FILLER_0281,Filler,hát,1205.14,1205.36,420,True,0.9875
HUN_FILLER_0282,Filler,hát,1230.52,1230.76,440,True,0.998
HUN_FILLER_0283,Filler,hát,1294.74,1295.28,740,True,0.9968
HUN_FILLER_0284,Filler,hát,1387.45,1387.8,550,True,0.9915
HUN_FILLER_0285,Filler,hát,1467.65,1468.35,900,True,0.8496
HUN_FILLER_0286,Filler,hát,1507.14,1507.7,760,True,0.9897
HUN_FILLER_0287,Filler,hát,1622.83,1623.11,480,True,0.9966
HUN_FILLER_0288,Filler,hát,1635.74,1636.06,520,True,0.9988
HUN_FILLER_0289,Filler,hát,1647.58,1648.12,740,True,0.9929
HUN_FILLER_0290,Uh,őőő,1648.96,1649.62,860,True,0.8399
HUN_FILLER_0291,Filler,hát,1800.89,1801.45,760,True,0.9905
HUN_FILLER_0292,Filler,hát,1870.85,1871.09,440,True,1.0
HUN_FILLER_0293,Filler,hát,1896.78,1897.34,760,True,0.5756
HUN_FILLER_0294,Filler,hát,1995.86,1996.04,380,True,0.9939
HUN_FILLER_0295,Filler,hát,2013.04,2013.68,840,True,0.8999
HUN_FILLER_0296,Filler,hát,2176.74,2176.92,380,True,0.9919
HUN_FILLER_0297,Filler,hát,2186.78,2187.3,720,True,0.9368
HUN_FILLER_0298,Filler,hát,2203.59,2203.85,460,True,0.9033
HUN_FILLER_0299,Filler,hát,2416.78,2417.34,760,True,0.9849
HUN_FILLER_0300,Filler,hát,2442.86,2443.42,760,True,0.9578
HUN_FILLER_0301,Filler,hát,2467.87,2468.85,1180,True,0.6869
HUN_FILLER_0302,Filler,hát,2480.25,2480.81,760,True,0.9556
HUN_FILLER_0303,Filler,hát,2558.05,2558.27,420,True,1.0
HUN_FILLER_0304,Filler,hát,2570.17,2570.59,620,True,0.9993
HUN_FILLER_0305,Filler,hát,2575.22,2575.5,480,True,0.8389
HUN_FILLER_0306,Filler,hát,2664.66,2664.9,440,True,1.0
HUN_FILLER_0307,Filler,hát,2666.2,2666.38,380,True,0.988
HUN_FILLER_0308,Filler,hát,2723.73,2724.95,1420,True,0.9233
HUN_FILLER_0309,Filler,hát,2728.7,2728.92,420,True,0.9956
HUN_FILLER_0310,Filler,hát,2773.76,2774.04,480,True,0.896
HUN_FILLER_0311,Filler,hát,2805.86,2806.54,880,True,0.9907
HUN_FILLER_0312,Filler,hát,2870.52,2871.02,700,True,0.7554
HUN_FILLER_0313,Filler,szóval,2894.58,2894.98,600,True,0.9997
HUN_FILLER_0314,Filler,hát,2975.91,2976.39,680,True,0.9604
HUN_FILLER_0315,Filler,hát,3015.48,3015.72,440,True,0.9995
HUN_FILLER_0316,Filler,hát,3131.84,3132.6,960,True,0.998
HUN_FILLER_0317,Filler,hát,3142.44,3142.58,340,True,0.9973
HUN_FILLER_0318,Filler,hát,3238.22,3238.54,520,True,0.9958
HUN_FILLER_0319,Filler,hát,3354.61,3355.01,600,True,0.998
HUN_FILLER_0320,Filler,hát,3356.46,3357.58,1320,True,0.9993
HUN_FILLER_0321,Filler,hát,3360.0,3361.02,1220,True,0.812
HUN_FILLER_0322,Filler,hát,3408.79,3409.35,760,True,0.5514
HUN_FILLER_0323,Filler,hát,3485.18,3485.36,380,True,1.0
HUN_FILLER_0324,Filler,hát,3538.69,3539.25,760,True,0.9912
HUN_FILLER_0325,Filler,hát,3544.28,3544.84,760,True,0.9907
HUN_FILLER_0326,Filler,hát,3558.47,3558.61,340,True,0.9004
HUN_FILLER_0327,Filler,hát,3627.88,3628.54,860,True,0.9978
HUN_FILLER_0328,Filler,hát,3683.56,3684.08,720,True,0.8989
HUN_FILLER_0329,Filler,hát,3778.24,3778.88,840,True,0.9431
HUN_FILLER_0330,Filler,hát,3857.88,3858.06,380,True,0.9971
HUN_FILLER_0331,Filler,hát,4042.14,4043.26,1320,True,0.6991
HUN_FILLER_0332,Filler,hát,4044.5,4044.76,460,True,0.9951
HUN_FILLER_0333,Filler,hát,4049.12,4049.68,760,True,0.8274
HUN_FILLER_0334,Filler,hát,11.34,12.2,1060,True,0.9939
HUN_FILLER_0335,Filler,hát,431.24,431.6,560,True,0.7595
HUN_FILLER_0336,Filler,hát,449.16,449.28,320,True,0.9607
HUN_FILLER_0337,Filler,hát,473.11,473.95,1040,True,0.9553
HUN_FILLER_0338,Filler,hát,592.5,592.62,320,True,0.8013
HUN_FILLER_0339,Filler,háttérbe,683.81,684.87,1260,True,0.9978
HUN_FILLER_0340,Filler,hát,712.18,713.0,1020,True,0.9263
HUN_FILLER_0341,Filler,hát,724.72,726.14,1620,True,0.7427
HUN_FILLER_0342,Filler,hát,764.83,765.2,570,True,0.722
HUN_FILLER_0343,Filler,hát,787.37,787.63,460,True,0.9973
HUN_FILLER_0344,Filler,hát,841.23,841.41,380,True,0.6455
HUN_FILLER_0345,Filler,hát,894.64,895.84,1400,True,0.8992
HUN_FILLER_0346,Filler,hát,960.38,961.26,1080,True,0.7671
HUN_FILLER_0347,Filler,hát,1065.36,1065.96,800,True,0.9785
HUN_FILLER_0348,Filler,hát,1082.44,1082.64,400,True,0.9968
HUN_FILLER_0349,Filler,szóval,1149.27,1149.95,880,True,0.9995
HUN_FILLER_0350,Filler,hát,1167.53,1168.15,820,True,0.4289
HUN_FILLER_0351,Filler,hát,1313.91,1314.73,1020,True,0.5864
HUN_FILLER_0352,Filler,hát,1379.08,1379.5,620,True,0.8706
HUN_FILLER_0353,Filler,hát,1576.35,1576.57,420,True,0.9678
HUN_FILLER_0354,Filler,hát,1578.23,1578.43,400,True,0.9834
HUN_FILLER_0355,Filler,hát,1618.33,1618.75,620,True,0.9004
HUN_FILLER_0356,Filler,hát,1685.94,1686.44,700,True,0.9985
HUN_FILLER_0357,Filler,hátul,1755.32,1756.32,1200,True,0.9907
HUN_FILLER_0358,Filler,izében,1780.8,1781.06,460,True,0.4952
HUN_FILLER_0359,Filler,hát,1839.77,1840.13,560,True,0.9788
HUN_FILLER_0360,Filler,hát,1976.06,1976.46,600,True,0.6887
HUN_FILLER_0361,Filler,hát,2104.8,2105.44,840,True,0.9514
HUN_FILLER_0362,Filler,hát,2370.58,2370.86,480,True,0.6664
HUN_FILLER_0363,Filler,hát,2381.71,2382.05,540,True,0.9785
HUN_FILLER_0364,Filler,hát,2409.68,2409.82,340,True,0.9973
HUN_FILLER_0365,Filler,hát,2435.32,2435.72,600,True,0.9163
HUN_FILLER_0366,Filler,hát,2485.28,2485.62,540,True,0.9729
HUN_FILLER_0367,Filler,hát,2514.97,2515.15,380,True,0.9319
HUN_FILLER_0368,Filler,hát,2641.81,2642.15,540,True,0.9993
HUN_FILLER_0369,Filler,hát,2841.55,2841.95,600,True,0.9915
